Text,Label,
"Dear Customer, Thank you for transacting at Benetton. You have earned 111 points on your latest purchase. Your total points tally is 180.T&C bit.ly/3RbG0tm",Shopping,
Alert 50%: data is consumed. Get 2GB at Rs33 till Midnight. Recharge now i.airtel.in/dtpck,Telecom,
"Hello Karunakar Mattaparthi, We would love to hear what you have to say about the experience! Share your opinion in one click https://custfeedback.ril.com/v3/?n=VLQPsSF7Np7., Regards, Reliance Digital.",Shopping,
"Zomato Dining: Slot booked for 01:00PM, 01 Jan, for 4 people.
Check out booking details: zoma.to/ZOMATO/zm/do/90305432584 -ZOMATO",Shopping,
Alert 90%: data is consumed. Get 2GB at Rs33 till Midnight. Recharge now i.airtel.in/dtpck,Telecom,
"Dear Customer, Health Insurance now at affordable prices. Protect your family with Niva Bupa Health Insurance Plans. Visit https://eeg.nu/NIVBUP/lc92d4vT",Marketing,
"We are waiting to hear from you! Click www.jio.com/r/AoKqsx81R to share your feedback on Jio's network and help us serve you better. Thank you, Team Jio",Telecom,
"FRAUD ALERT: Be cautious of spam from unknown numbers. Avoid sharing information or clicking links, except from confirmed Blue Dart official numbers.",Telecom,
"Important Information: You have access to FREE Airtel Xstream Play on your Airtel number. Enjoy movies, shows and Live channels now at no added cost. Watch now : https://open.airtelxstream.in/FREE_CONTENT",Telecom,
"On this Most Auspicious MAKAR SANKRANTI,

Please Support daily ANNA-DAAN to Serve the Society.

Visit https://iskcon-seva.in

A sacred day for Charity

ISKCON",Marketing,
"Your Airtel pack ends TOMORROW. If not recharged, outgoing services will stop. Recharge without losing your current validity i.airtel.in/FDPNew Ignore if done",Telecom,
"Important Information: You have access to FREE Airtel Xstream Play on your Airtel number. Enjoy movies, shows and Live channels now at no added cost. Watch now : https://open.airtelxstream.in/FREE_CONTENT",Telecom,
"Hi , Wedding gifting made elegant! Discover offers on Mia, Taneira, IRTH, and Skinn by Titan, in-store & online. http://m.tneu.in/NEUTTN/gOKKBRj",Shopping,
"Hi Patron, Join Bata Club today n get Xclusive benefits! Checkout our Make Your Way Collection and get Upto 50% off on selected articles till 26-Jan TnC Apply",Marketing,
"KORAMANGALA'S FINEST HOMES.
A PRIVILEGE MEANT FOR A SELECT FEW.
At Raheja Vivarea 3, 4 & 5 BHK
8080445445
PRM/KA/RERA/1251/310/PR/041123/006369 RGVZ",Real Estate,
"IndiGo: Dear flyer, download the Digi Yatra app for a seamless check-in experience at the airport. Find the app on Google Play Store https://gi9.in/IndiGo/6BRjFt or the Apple App store https://gi9.in/IndiGo/O7XMQm Get, Set, IndiGo",Marketing,
"MAHA KUMBHA MELA

Please support ISKCON to Serve Millions of Pilgrims/ Sadhus in MAHA KUMBHA MELA.

A Very rare & Sacred Occasion.

Visit https://iskcon-seva.in",Marketing,
"Invest in India's new economic powerhouse, NAGPUR. 1500sqft land @Rs.89.99L All-in. The House of Abhinandan Lodha 02269098021 Salaried",Real Estate,
"Hello Karunakar Mattaparthi, Hope you had a wonderful delivery and installation experience! Tell us exactly how you feel, Please click https://custfeedback.ril.com/v3/?n=PkfF0cm5J1h., Regards, Reliance ResQ.",Shopping,
Your JioFiber experience matters to us! Share your feedback and help us serve you better: www.jio.com/r/AvJzycogR Thank you for choosing JioFiber!,Telecom,
"Watch out for fraudulent callers trying to lure you with fake reward points. Don't click on suspicious links sent by them via email / SMS and do not share confidential details like PIN, login ID, password, OTP, debit card/credit card details etc. To report a fraud, call 18002586465 / 18001024734  - StanChart",Informational,
"Beware of fraudsters requesting payment to update your e-wallet KYC. Don't click on any suspicious links sent via email or SMS as it may mirror your device to steal confidential information. Please do not share PIN, password, OTP, debit/credit card details etc. To know more, visit https://nc6.in/SCBANK/acszAg - StanChart",Informational,
Airtel Warning: SPAM | Unlock better investment opportunities with Barclays! Members earned Rs 300000 last week! https://tinyurl.com/65sXYIH4,Marketing,
"MAUNI AMAVASYA - MAHA KUMBHA MELA

Please be a part of ISKCON's activities at KUMBHA MELA 2025.

Once in a Lifetime Opportunity.

Visit https://iskcon-seva.in",Marketing,
"Hello Karunakar Mattaparthi, We would love to hear what you have to say about the experience! Share your opinion in one click https://custfeedback.ril.com/v3/?n=U994CpxDHox., Regards, Reliance Digital.",Shopping,z
Airtel Warning: SPAM | HSBC Securities  members gained Rs 144980 last week with trusted stock strategies. https://tinyurl.com/wxEXF16,Marketing,
Build a smarter portfolio with HSBC Securities . Simple stock advice you can trust. https://tinyurl.com/FpR5V23,Banking,
Beware of Smishing! American Express never asks you to share personal or financial information via SMS. Never click on suspicious links and report such messages immediately by calling us at the number on the back of your Card or chat via AMEX IN Mobile App.,Banking,
"Hi , Wedding-ready styles & gifts! Great offers on Mia, Taneira, IRTH, and Skinn by Titan, online & in-store. http://m.tneu.in/NEUTTN/w5ynqjz",Shopping,
"Important Information: You have access to FREE Airtel Xstream Play on your Airtel number. Enjoy movies, shows and Live channels now at no added cost. Watch now : https://open.airtelxstream.in/FREE_CONTENT",Telecom,
"MAHA KUMBHA MELA

Please support ISKCON to Serve Millions of Pilgrims/ Sadhus in MAHA KUMBHA MELA.

A Very rare & Sacred Occasion.

Visit https://iskcon-seva.in",Marketing,
"We are waiting to hear from you! Click www.jio.com/r/AySQdasri to share your feedback on Jio's network and help us serve you better. Thank you, Team Jio",Telecom,
"Hi , Get 1.5 Ton 3-Star AC starting Rs 27,990* with Exchange Benefit & Easy EMIs. Visit Croma store http://m.tneu.in/TNCRMA/GkQAmk9 T&C",Shopping,
"Dear Customer,
Joyalukkas Biggest Jewellery Sale of the Year is Back! Enjoy FLAT 50% OFF on making charges (V.A) on Gold, Diamond, Uncut Diamond, Precious, Platinum & Silver jewellery until 9th March 2025. Don't miss out!",Shopping,
"Dear Customer, Our systems will be under maintenance on 9th Feb 2025. HSBC Debit and Credit Card services, Internet, Mobile banking & UPI platforms may not be available from 01:00 IST to 08:00 (Indian standard time). We regret the inconvenience and request you to plan your banking needs accordingly.",Banking,
"Exciting offer for you! Dear Customer, Pay for 12 Months and get 30 Days Extra validity or pay for 6 Months and get 15 days Extra validity. To pay and avail this offer now, click https://t.jio/Fiber_Dashboard 
Team JioFiber",Telecom,
Airtel Warning: SPAM | Stay informed with stock market news and expert insights to enhance your investments! https://tinyurl.com/YMdwZ7,Marketing,
Airtel Warning: SPAM | Stay informed with stock market news and expert insights to enhance your investments! https://tinyurl.com/YMdwZ7,Marketing,
"Today is Auspicious JAYA EKADASHI

Please support ISKCON to SERVE SOCIETY. 

Visit https://iskcon-meal.in

A Sacred Day for Charity.

ISKCON
HARE KRISHNA",Marketing,
"You have Jio TRUE 5G! 
Switch to 5G now and enjoy faster speeds and a seamless experience. Enable 5G in your settings today.

Please update to the latest device software by going to Settings > General > Software Update
 
To set-up 5G on your device, go to Settings > Mobile Data > Mobile Data Options (for single SIM) OR Tap on Jio SIM (for multiple SIMs)

Select Voice & Data > Select 5G Auto.
To know more https://youtu.be/KmtQNXK8r1U
Or call JioCare at 199.",Telecom,
"MAHA KUMBHA MELA

Please support ISKCON to Serve Millions of Pilgrims/ Sadhus in MAHA KUMBHA MELA.

A Very rare & Sacred Occasion.

Visit https://iskcon-seva.in",Marketing,
"Dear Customer,
We are sorry to learn that you've requested for cancellation of your JioFiber connection. We value your patronage and would like to connect with you in the next 48 hours to understand the reason and assist you further.
Click - https://www.jio.com/dl/track_cancellation to track the status of your cancellation request on MyJio app.
For any assistance, you can call us on 18008969999.
Team JioFiber",Telecom,
"Hi ,
One diamond. Two rings. A forever love. This Valentine's Day, celebrate your love with Soulmate Diamond Pair Rings by Tanishq - two rings crafted from a single natural diamond, to reflect your timeless love. Get up to 20%* off on diamond jewelry value. http://m.tneu.in/NEUTTN/5vjyRnJ
*T&C Apply.",Shopping,
"You have Jio TRUE 5G! 
Switch to 5G now and enjoy faster speeds and a seamless experience. Enable 5G in your settings today.

Please update to the latest device software by going to Settings > General > Software Update
 
To set-up 5G on your device, go to Settings > Mobile Data > Mobile Data Options (for single SIM) OR Tap on Jio SIM (for multiple SIMs)

Select Voice & Data > Select 5G Auto.
To know more https://youtu.be/KmtQNXK8r1U
Or call JioCare at 199.",Telecom,
"S.B.I. BANK ) user Rwrd•
point's Rs.8990 will Expire by 11/02/2025 Kindly convert.l
point into cash click
https://rwds.short.gy/sbi",Spam,
"Important Information: You have access to FREE Airtel Xstream Play on your Airtel number. Enjoy movies, shows and Live channels now at no added cost. Watch now : https://open.airtelxstream.in/FREE_CONTENT",Telecom,
"New device added to 'Trusted Devices' list on your Amex Online Account. If you didn't initiate this, please call the number at the back of your Card.",Banking,
"MAGH PURNIMA

On this Auspicious day, Please be a part of ISKCON's activities at MAHA KUMBHA 2025.

A Rare and Sacred Occasion.

Visit https://iskcon-seva.in",Marketing,
"BIRLA-EVARA,
Nr RGA-Tech-Park, Sarjapur-Rd.
LUXURY HOMES AMIDST NATURE,
80% Open Space, 50+Amenities,
2/3/4BHK from 1.40Cr.
Brochure:-
wa.link/evara-authorised",Marketing,
"You have successfully updated the passcode for your online investment account.

Regards,
Team Bandhan MF",Banking,
"Follow Porinju Veliyath's investment steps to uncover potential stocks-limited spots, join for free now! https://cutt.ly/JrweIVPo",Marketing,
"Hi bigbasketeer,

Thank you for shopping with bigbasket!

Please help us improve by sharing your feedback here: https://forms.gle/5bKVxYmn1u1UY4jH9",Marketing,
"GODREJ-SHETTIGERE,
NR. BENGALURU AIRPORT,
62-ACRE PREMIUM TOWNSHIP,
70% Open, & 1.5L Sqft Clubhouse,
2/3 BHK from 1.14Cr.
Brochure:-
wa.link/godrej-authorised",Real Estate,
"Important Information: You have access to FREE Airtel Xstream Play on your Airtel number. Enjoy movies, shows and Live channels now at no added cost. Watch now : https://open.airtelxstream.in/FREE_CONTENT",Telecom,
"Don't trust all contact numbers found online. They could have been altered to defraud you. Please do not share any PIN, login ID, password, OTP, debit/credit card details etc. with anyone. Only use trusted and verified sites for transactions. For more details, visit https://nc6.in/SCBANK/bBl4Pw - StanChart",Banking,
"Dear Customer, Click www.jio.com/r/AGqizBl0E to tell us how we can make your experience on Jio network even better. Thank you, Team Jio",Banking,
"IF ANY STATE GOVT. EMPLOYEE DEMANDS BRIBE, CONTACT ACB MUMBAI ON TOLL FREE NO.1064, E-Mail-addlcpacbmumbai@mahapolice.gov.in -BY ACB MUMBAI",Informational,
"GODREJ-SHETTIGERE,
NR. BENGALURU AIRPORT,
62-ACRE PREMIUM TOWNSHIP,
70% Open, & 1.5L Sqft Clubhouse,
2/3BHK from 1.14Cr,
Info-

wa.link/godrej-bengaluru

RLTYX",Real Estate,
"Dear Customer, rewards redemption on your HSBC Platinum Credit Card will be unavailable from 15-Mar-25 for a system upgrade. You will be able to start redeeming your points on 01-Apr-25, exclusively through the HSBC India Mobile Banking App. For additional details, click here https://gs.im/HSBCIM/e/Ad94rYZQMTA.",Banking,
"We are waiting to hear from you! Click www.jio.com/r/AIabsuYBt to share your feedback on Jio's network and help us serve you better. Thank you, Team Jio",Telecom,
"Update from CRED:

Rs.100 cashback received on your recent transaction.
Click the link https://link.cred.club/CREDIN/link/49WQq0ca to use it before it expires.",Marketing,
"Hi Karunakar Mattaparthi, your table is ready. Please contact the front desk asap - ReserveGo",Shopping,
"GODREJ-VISTAS, VIKHROLI EEH
NEAR TAJ HOTEL
850-1700 Sqft
2/3/4 BHK from 2.73Cr,
Lifetime Sunrise & Sunset Views
Low Density

Info:
wa.link/vistas

RLTYX",Real Estate,
Alert 50%: data is consumed. Get 2GB at Rs33 till Midnight. Recharge now i.airtel.in/dtpck,Telecom,
"Dear Customer, rewards redemption on your HSBC Platinum Credit Card will be unavailable from 15-Mar-25 for a system upgrade. You will be able to start redeeming your points on 01-Apr-25, exclusively through the HSBC India Mobile Banking App. For additional details, click here https://gs.im/HSBCIM/e/DbnA13y59WF.",Telecom,
"GODREJ-VASHI
RERA RECEIVED
KING SIZED HOMES
LIFE TIME SEA VIEWS
LARGE PRIVATE DECKS
2/3/4/5 BHK from 3.35Cr
Sample-Ready
INFO:

wa.link/godrej-sea-breeze

RLTYX",Real Estate,
"Dear Card Member, there will be some changes made with respect to safe disposal of your old Card and managing Standing Instructions (SI) for existing Card to the Most Important Terms and Conditions (MITC) applicable to your American Express Card. These changes are effective 14th April 2025. Please click on amex.in/mitc .",Banking,
"Dear User, Your Paytm Payments Bank wallet is inactive. Kindly Tap Here to reactivate. https://b.ppbl.me/PYTMBK/7lWBKcSB :PPBL",Banking,
"If you receive audio/video calls threatening digital arrest, don't panic. Don't share personal/financial information or pay money. Call 1930 for help. -RBI",Informational,
"Important Update - Your plan includes access to 23+ OTT subscriptions including SonyLiv, SunNxt, Lionsgate & Aha. Watch Now! https://i.airtel.in/Watchnow1",Telecom,
"Hi Karunakar,
Wallet Alert!! 500.000 points in your VAN HEUSEN INNERWEAR's PRIVILEGE Club wallet will expire on 31-Mar-2025.
Redeem them now at our exclusive stores. mm7.in/VHINWR/6GQJVuxP21",Shopping,
"Your Airtel pack ends TOMORROW. If not recharged, outgoing services will stop. Recharge without losing your current validity i.airtel.in/FDPNew Ignore if done",Banking,
"Amex: Digital payments are rapidly growing in India! Learn about digital payments and ensure anytime, anywhere, secure and convenient transactions with Digital Payment Awareness Week - An RBI Initiative. To know more: https://go.amex/paysdigitally",Banking,
"Important Update - Your plan includes access to 23+ OTT subscriptions including SonyLiv, SunNxt, Lionsgate & Aha. Watch Now! https://i.airtel.in/Watchnow1",Telecom,
"Hi Karunakar, 
Thank you for choosing VAN HEUSEN INNERWEAR! You've earned 218.000 points on your recent purchase in your PRIVILEGE Club wallet. 
Your current points balance is 718.000. We can't wait to see you back soon.",Shopping,
"Hi, Thank you for shopping with Van Heusen Innerwear! We hope you like the latest addition to your wardrobe. To view your bill and share your feedback, please click on the link below ct3.io/4Lkiq0V",Shopping,
CONGRATULATIONS! You've unlocked flat Rs. 50 cashback on your airtel UPI transaction via Airtel Thanks app. Complete your transaction seamlessly & save money. Click here https://i.airtel.in/flat50,Telecom,
Wakefit is excited to know about your recent purchase experience with Ortho Plus Mattress. Please share it at https://gs.im/WKEFTT/e/NQcrOuHhRxy,Marketing,
Your voice matters. Participate in Energy Efficient Cooling Survey https://www.mygov.in/mygov-survey/shape-future-energy-efficient-cooling/?utm=sms .Team MyGov,Informational,
"GODREJ-VISTAS, VIKHROLI EEH
NEAR TAJ HOTEL
850-1700Sqft
Mangrove Vista
2/3/4 BHK@ 2.73Cr
Lifetime Sunrise & Sunset Views
Low Density
Info:

wa.link/godrej-vstrh",Real Estate,
Moving houses? We are ready to help! Just drop in a request to shift your Airtel Wi-Fi connection & we will assist you with your request! Visit https://i.airtel.in/Wifi-Shifting,Telecom,
"You have Jio TRUE 5G! 
Switch to 5G now and enjoy faster speeds and a seamless experience. Enable 5G in your settings today.

Please update to the latest device software by going to Settings > General > Software Update
 
To set-up 5G on your device, go to Settings > Mobile Data > Mobile Data Options (for single SIM) OR Tap on Jio SIM (for multiple SIMs)

Select Voice & Data > Select 5G Auto.
To know more https://youtu.be/KmtQNXK8r1U
Or call JioCare at 199.",Telecom,
"Dear
PRICE HIKE IN 10 DAYS
GODREJ-LAKESIDE-ORCHARD
Nr-Wipro-SEZ, Bangalore
1270-2678-Sqft
Lavish 2/3/4BHK from-1.39-Cr
25X4 Pay Plan
Info:

wa.link/godrej-rltyx",Real Estate,
Prioritize your child's safety as a parent. Safeguard them by installing Parental Control Filters (PCF) for your computer's operating system/browsers from a reliable source. Protect your child from exposure to harmful content and contacts - Department of Telecommunications,Informational,
"Important Update - Your plan includes access to 23+ OTT subscriptions including SonyLiv, SunNxt, Lionsgate & Aha. Watch Now! https://i.airtel.in/Watchnow1",Telecom,
We hope you enjoyed your Domino's Pizza. Please click https://dom.jfl.fyi/DOMINO/jyGjNM1 to share your experience with us.,Shopping,
Airtel Warning: SPAM | Discover how smart investors find stock opportunities daily. Insights that help you take better action. https://tinyurl.com/2zrdd646,Telecom,
Airtel Warning: SPAM | Discover how smart investors find stock opportunities daily. Insights that help you take better action. https://tinyurl.com/2zrdd646,Telecom,
"PRICE HIKE IN 5 DAYS
GODREJ-LAKESIDE-ORCHARD
Nr-Wipro-SEZ, Bangalore
1270-2678-Sqft.
2,3 & 4BHK-from-1.39-Cr
20:80 Pay Plan
Info:
wa.link/godrej-authorised",Real Estate,
Revision of toll rates for each vehicle class in select plazas 01-Apr-25 onwards. Keep sufficient bal in ICICI Bank FASTag to avoid paying double fare,Banking,
"You have Jio TRUE 5G! 
Switch to 5G now and enjoy faster speeds and a seamless experience. Enable 5G in your settings today.

Please update to the latest device software by going to Settings > General > Software Update
 
To set-up 5G on your device, go to Settings > Mobile Data > Mobile Data Options (for single SIM) OR Tap on Jio SIM (for multiple SIMs)

Select Voice & Data > Select 5G Auto.
To know more https://youtu.be/KmtQNXK8r1U
Or call JioCare at 199.",Telecom,
"Important Update - Your plan includes access to 23+ OTT subscriptions including SonyLiv, SunNxt, Lionsgate & Aha. Watch Now! https://i.airtel.in/Watchnow1",Telecom,
"The festival of new beginnings is here! Tanishq jewellery Vijayawada wishes you a very Happy Ugadi. May this Ugadi bring you luck, love, and abundant prosperity. 

Get upto Rs101 off* per gram on gold jewellery also enjoy up to 20% off* on making charges of gold jewellery and on diamond jewellery value from 28th March to 31st March, and avail 100% exchange value* for old gold bought from any jeweller. T&C* Ph:- 9948212618",Shopping,
"Important Update - Your plan includes access to 23+ OTT subscriptions including SonyLiv, SunNxt, Lionsgate & Aha. Watch Now! https://i.airtel.in/Watchnow1",Telecom,
"Important information - TRAI does not provide any NOC for installing mobile towers. If a fraudster brings a fake letter to you, inform the concerned service provider and the local police.",Telecom,
Step into joy & celebrations with Inc.5 stunning new collection! Visit your nearest store: https://vm.ltd/INCFIE/5dKlbR T&C,Shopping,
"Important Update: Due to a tariff increase by broadcasters, the prices of certain channels available on Airtel DTH have been revised, effective from 1st April 2025.
To learn more about the revised prices, visit https://gh0hi-web.app.link/e/Channel.
For any changes, visit Airtel Thanks App https://i.airtel.in/Thanks12",Telecom,
"Beware of SMS sent by fraudsters asking you to pay overdue electricity bill by clicking on suspicious link or requesting a call back on a number to avoid disconnection. Don't fall prey to such tricks and never share PIN, password, OTP, CVV, etc. with anyone. To report a fraud, call 18002586465 / 18001024734 - StanChart",Informational,
"Your transactions, your way. Modify security settings on your American Express Card for seamless online, chip and contactless transactions across domestic and international locations. Personalize your financial control via the Amex App bit.ly/amexmobileapp or your online account bit.ly/amexonlineaccount",Banking,
"Important Update - Your plan includes access to 23+ OTT subscriptions including SonyLiv, SunNxt, Lionsgate & Aha. Watch Now! https://i.airtel.in/Watchnow1",Telecom,
"Great News!! 
Your device and location are 5G ready. 
People around you are using and loving the 5G experience. 
We want you also to experience India's only TRUE 5G network, call JioCare at 199 or click https://www.jio.com/5g",Telecom,
"Update from CRED:

Rs.100 cashback received on your recent transaction.
Click the link https://link.cred.club/CREDIN/link/49WQq0ca to use it before it expires.",Marketing,
Thank you for visiting Van Heusen Innerwear. You have requested to Redeem 200.0  points. Use the validation code 1131,Shopping,
"Hi, Thank you for shopping with Van Heusen Innerwear! We hope you like the latest addition to your wardrobe. To view your bill and share your feedback, please click on the link below ct3.io/4OYch5c",Shopping,
"We are waiting to hear from you! Click www.jio.com/r/ASfARuGOc to share your feedback on Jio's network and help us serve you better. Thank you, Team Jio",Telecom,
"Mega Launch By Brigade Group
Opp RMZ Galleria Mall
Yelahanka 
14 Acres Township
75+Amenities
1BHK-95L*
3BHK-2.09Cr*
4BHK-3.79Cr*
Brochure- wa.link/mrnpzz SYTEMS",Real Estate,
"TATA PLAY DTH-Save Rs 2000 ! New HD DTH and installation   Rs 0 Cost, Free Now. Pay only for Channels. For New DTH and Non ODU DTH offer Call 6366526700 grsdth",Marketing,
"Dear Customer, Our systems will be under maintenance on 14-Apr-25. All transactions on HSBC Credit Cards & ATM transactions on HSBC Debit Cards may not be available from 01:00 IST to 06:00 (Indian standard time). We regret the inconvenience and request you to plan your banking needs accordingly.",Banking,
"Hey,
As requested by you, here are the list of properties in Choodasandra matching your preference : http://nobr.kr/NOBRKR/sy/fDpQL.
NoBroker",Marketing,
"Celebrate Akshaya Tritiya with Joyalukkas!
Get FREE 24K gold bars or Lakshmi idols.Lock gold rate with 10% advance
Visit nearest showroom till May 1st
T&C apply",Shopping,
"Dear Customer, Thanks for visiting. Buy Health Insurance now at affordable prices. Protect your family with Niva Bupa Health Insurance Plans. Visit  https://eeg.nu/NIVBUP/Jbktw8it",Marketing,
Moving houses? We are ready to help! Just drop in a request to shift your Airtel Wi-Fi connection & we will assist you with your request! Visit i.airtel.in/Wifi-Shifting,Marketing,
"Dear Passenger, You can check on-board food menu options at: https://menurates.irctc.co.in/ IR-CRIS",Marketing,
"Great News!! 
Your device and location are 5G ready. 
People around you are using and loving the 5G experience. 
We want you also to experience India's only TRUE 5G network, call JioCare at 199 or click https://www.jio.com/5g",Telecom,
Alert 50%: data is consumed. Get 2GB at Rs33 till Midnight. Recharge now i.airtel.in/dtpck,Telecom,
"Airtel Digital TV ya sevegala Ananda padeyalu, dayavittu nimma account annu online moolaka namma website athava Airtel Thanks App nalli recharge maadi.",Telecom,
Alert 50%: data is consumed. Get 2GB at Rs33 till Midnight. Recharge now i.airtel.in/dtpck,Telecom,
"Effective '01-Jun-2025, Schedule of Charges for YES BANK Savings Ac will be revised. For details, click http://1kx.in/YESBNK/X1AujksehNZ. For queries, contact nearest branch.",Banking,
"Dear Customer, The technical upgrade of Digital Rupee App has been successfully completed. Please update the app to resume regular services. IDFC FIRST Bank",Banking,
"Dear Passenger, You can check on-board food menu options at: https://menurates.irctc.co.in/ IR-CRIS",Marketing,
"Update from CRED:

Rs.100 cashback received on your recent transaction.
Click the link https://link.cred.club/CREDIN/link/49WQq0ca to use it before it expires.",Marketing,
"Dear Passenger, You can check on-board food menu options at: https://menurates.irctc.co.in/ IR-CRIS",Marketing,
CONGRATULATIONS! You've unlocked flat Rs. 50 cashback on your airtel UPI transaction via Airtel Thanks app. Complete your transaction seamlessly & save money. Click here https://i.airtel.in/flat50,Telecom,
"Zomato Dining: Slot booked for 02:00PM, 11 May, for 4 people.
Check out booking details: zoma.to/ZOMATO/zm/do/96042107308 -ZOMATO",Shopping,
"Hey,
As requested by you, here are the list of properties in Doddaballapur Road matching your preference : http://nobr.kr/NOBRKR/sy/j7Yb52.
NoBroker",Marketing,
My Meal Wallet benefit linked to your Pluxee card is now active.,Shopping,
"Attention!
Your HDFC Bank A/c has a SmartEMI offer on your HDFC Bank Credit Card. To Claim, visit https://hdfcbk.io/HDFCBN/84382PFESGlQ",Banking,
"Dear Investor, Greetings from ICICI Prudential Mutual Fund. This is with reference to the Notice dated April 30, 2025 on Change in the Base Total Expense Ratio (TER) of ICICI Prudential Bluechip Fund - Direct Plan - Growth from 0.69% to 0.70%. Kindly note that the change in TER shall now be effective from May 27, 2025. Please refer the website of ICICI Prudential Mutual Fund for TER details. ICICI Prudential Mutual Fund",Banking,
Alert 50%: data is consumed. Get 2GB at Rs33 till Midnight. Recharge now i.airtel.in/dtpck,Telecom,
"Dear Customer,

We're conducting a survey to understand your HDFC Bank Diners Club experience.
Please share your feedback: https://hdfcbk.io/HDFCBK/s/onjb8E9N",Telecom,
Moving houses? We are ready to help! Just drop in a request to shift your Airtel Wi-Fi connection & we will assist you with your request! Visit i.airtel.in/Wifi-Shifting,Marketing,
Critical Low Wallet Balance Alert! Your order/s for tomorrow may not be delivered due to low wallet balance. Recharge now at https://bbdaily.app.link/C0MhERc6L6,Marketing,
We have noticed that you have not used your HSBC Credit Card ending with 0750 for the last 12 months. Use your card or SMS OPEN to 575750 by 04-Jun-25 to avoid the primary and any linked add on card from being closed. Click https://gs.im/HSBCIM/e/bCE0lf1bYBf for details. Kindly ignore in case already done.,Banking,
"[CRITICAL] SEBI circular on ""Most Important Terms and Conditions (MITC) for Research Analysts"" needs your attention. Review Now: ct3.io/54Cw6ga -HDFC SEC",Marketing,
"HSBC: In case of any Unauthorised Electronic Banking Transaction in your account, your liability will be guided by the Bank's policy on ""Limited Liability of Customers"" available on our website https://gs.im/HSBCIM/e/OvOA3fYUzt9.",Banking,
"Hey KARUNAKAR, Thank you for shopping with us at Imagine - IMAGINE-HSR LAYOUT. You now have 212.65 points in your Loyalty account. Rate us on i.cplry.com/NjY5NjI4NTErMQ.",Shopping,
"Dear Member, Thank you for Shopping @ Mochi Shoes. You have earned 91.6 points. Your current balance is 91.6 points. Redeem it on your next purchase. Get BONUS gift voucher on updating your profile by clicking i.cplry.com/NjY5OTEwODcrMQ",Shopping,
"Your Airtel benefit brings 20+ OTTs! Watch movies, shows & LIVE TV on Xstream Play for FREE. Claim now: https://open.airtelxstream.in/claimnow",Telecom,
"Airtel is now The Safe Network.
Our Fraud Detection Solution blocks scam links before they open, so you stay protected. To know more, watch this video https://i.airtel.in/safe_ntwrk1",Telecom,
"Lodha Opulis at Kalyan Shil Rd Dombivli E
Ultra Luxurious 3&3.5 BHK Homes
1100-1340 SqFt Carpet Starts at 1.40 Cr
25X4 Payment Plan
Visit : wa.link/lodha-dm",Real Estate,
"RBI plan: Rs10K start, Rs50L in 30 days. With divine blessing, enter now. https://ustockg.com/di8i",Marketing,
CONGRATULATIONS! You've unlocked flat Rs. 50 cashback on your airtel UPI transaction via Airtel Thanks app. Complete your transaction seamlessly & save money. Click here https://i.airtel.in/flat50,Telecom,
Dear Call neha 6297106448 prvte meet we appreciate your interest in Meeting for Your Query vfmtours,Spam,
"We are continuously working towards improving your Airtel experience. As a part, we have planned maintenance on 12 June 2025 12:04 PM to 12 June 2025 06:00 PM, due to which you might experience slight disruption with your Airtel Wi-Fi.",Telecom,
Up to 50% OFF at Inc.5! Treat yourself to stylish in-house picks at Inc.5 stores. Shop now and save big: https://inc5shop.com T&C,Shopping,
Service Update: Services for your Airtel Wi-Fi have been restored. You can now experience seamless services. We are sorry for the inconvenience caused to you and thank you for your patience.,Telecom,
"We are continuously working towards improving your Airtel experience. As a part, we have planned maintenance on 13 June 2025 01:00 PM to 13 June 2025 06:30 PM, due to which you might experience slight disruption with your Airtel Wi-Fi.",Telecom,
Service Update: Services for your Airtel Wi-Fi have been restored. You can now experience seamless services. We are sorry for the inconvenience caused to you and thank you for your patience.,Telecom,
"Dear Customer, Our systems will be under maintenance on 16-Jun-25. All transactions on HSBC Credit Cards & ATM transactions on HSBC Debit Cards may not be available from 1:30 AM IST to 5:30 AM (Indian standard time). We regret the inconvenience and request you to plan your banking needs accordingly.",Banking,
"Great News!! 
Your device and location are 5G ready. 
People around you are using and loving the 5G experience. 
We want you also to experience India's only TRUE 5G network, call JioCare at 199 or click https://www.jio.com/5g",Telecom,
"Hurry up!!! VANAVIL SUNDAY BEACH @ECR 35 ACRES RESORT PROPERTY-CLEAR BEACH VIEW WITH PRIVATE BEACH ACCESS,DTCP APPROVED PLOTS @8.9 LAKHS FOR DETAILS 9090615757",Real Estate,
"For quick Airtel Wi-Fi support, chat with us on WhatsApp: https://wa.me/+919205182984?text=Hi. Watch this video to know how to optimize and reboot your Wi-Fi improved performance- https://youtu.be/YqOp0CrB4PQ",Telecom,
SHOLINGANALLUR பகுதியில் மின்தடங்கல் ஏற்பட்டுள்ளது. 23:45 மணிக்குள் சீர்செய்யப்படும் - TANGEDCO,Real Estate,
"Hi! 
Your order was delivered to your doorstep. Kindly ensure you collect your order. If in case you have any issues with the order, kindly raise it up from the Self Help section post 07:00 AM.  
Team milkbasket",Marketing,
Up to 50% OFF at Inc.5! Treat yourself to stylish in-house picks at Inc.5 stores. Shop now and save big: https://inc5shop.com T&C,Shopping,
"Hi! 
Your order was delivered to your doorstep. Kindly ensure you collect your order. If in case you have any issues with the order, kindly raise it up from the Self Help section post 07:00 AM.  
Team milkbasket",Marketing,
